F S   UID     PID    PPID  C PRI  NI ADDR SZ WCHAN  TTY          TIME CMD
4 S   131  634813    1946  0  80   0 - 10827 -      ?        00:00:00 pickup
1 I     0  635144       2  0  80   0 -     0 -      ?        00:00:00 kworker/u33:3-flush-8:0
1 I     0  635344       2  0  80   0 -     0 -      ?        00:00:00 kworker/13:1-cgroup_bpf_destroy
1 I     0  635371       2  0  80   0 -     0 -      ?        00:00:00 kworker/8:2-events
1 I     0  635378       2  0  80   0 -     0 -      ?        00:00:00 kworker/12:2-cgroup_release
1 I     0  635380       2  0  80   0 -     0 -      ?        00:00:00 kworker/12:3-cgroup_bpf_destroy
1 I     0  635388       2  0  80   0 -     0 -      ?        00:00:00 kworker/1:3-cgroup_free
4 S  2765  635452       1  0  80   0 -  5247 -      ?        00:00:00 systemd
5 S  2765  635459  635452  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2765  635471  635452  0  80   0 - 27615 -      ?        00:00:00 pipewire
0 S  2765  635474  635452  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2765  635477  635452  0  80   0 - 101590 -     ?        00:00:00 wireplumber
0 S  2765  635479  635452  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2765  635494  635452  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
4 S  2749  635689       1  0  80   0 -  5248 -      ?        00:00:00 systemd
5 S  2749  635695  635689  0  80   0 -  5352 -      ?        00:00:00 (sd-pam)
0 S  2749  635709  635689  0  80   0 - 27615 -      ?        00:00:00 pipewire
0 S  2749  635710  635689  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2749  635711  635689  0  80   0 - 101591 -     ?        00:00:00 wireplumber
0 S  2749  635713  635689  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2749  635730  635689  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
0 S  2749  635847       1  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2749  635851  635847  0  80   0 - 2971866 -    ?        00:00:10 node
0 S  2749  635882  635851  0  80   0 - 290297 -     ?        00:00:02 node
0 S  2749  635888  635851  0  80   0 - 5740042 -    ?        00:00:06 node
0 S  2749  635904  635851  0  80   0 - 315700 -     ?        00:00:00 node
0 S  2765  636008       1  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2765  636012  636008  1  80   0 - 2964462 -    ?        00:00:27 node
0 S  2765  636068  636012  0  80   0 - 292695 -     ?        00:00:03 node
4 S  2755  636200       1  0  80   0 -  5249 -      ?        00:00:00 systemd
5 S  2755  636205  636200  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2755  636219  636200  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  2755  636220  636200  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2755  636221  636200  0  80   0 - 101577 -     ?        00:00:00 wireplumber
0 S  2755  636225  636200  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2755  636240  636200  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
4 S     0  636311    1982  0  80   0 -  3806 -      ?        00:00:00 sshd
4 S  2753  636318       1  0  80   0 -  5259 -      ?        00:00:00 systemd
1 I     0  636319       2  0  80   0 -     0 -      ?        00:00:00 kworker/9:0-mm_percpu_wq
5 S  2753  636323  636318  0  80   0 -  5352 -      ?        00:00:00 (sd-pam)
0 S  2753  636338  636318  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  2753  636339  636318  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2753  636340  636318  0  80   0 - 101589 -     ?        00:00:00 wireplumber
0 S  2753  636342  636318  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2753  636363  636318  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
5 S  2753  636406  636311  0  80   0 -  4391 -      ?        00:00:09 sshd
0 S  2753  636407  636406  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2753  636427  636407  0  80   0 - 17832 -      ?        00:00:05 code-10c8e557c8
0 S  2753  636470  636427  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2753  636474  636470  0  80   0 - 2970746 -    ?        00:00:13 node
0 S  2753  636507  636474  0  80   0 - 316176 -     ?        00:00:03 node
0 S  2753  636539  636474  2  80   0 - 13716775 -   ?        00:00:33 node
0 S  2753  636540  636474  0  80   0 - 289550 -     ?        00:00:03 node
0 S  2753  636698  636539  0  80   0 - 68627 -      ?        00:00:13 cpptools
0 S  2753  636829  636540  0  80   0 -  3178 -      pts/2    00:00:00 bash
0 S  2753  636877       1  0  80   0 - 1060914 -    ?        00:00:00 cpptools-srv
4 S     0  637216    1982  0  80   0 -  3804 -      ?        00:00:00 sshd
4 S  2747  637223       1  0  80   0 -  5253 -      ?        00:00:00 systemd
5 S  2747  637230  637223  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2747  637244  637223  0  80   0 - 27615 -      ?        00:00:00 pipewire
0 S  2747  637245  637223  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2747  637247  637223  0  80   0 - 101590 -     ?        00:00:00 wireplumber
0 S  2747  637250  637223  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2747  637264  637223  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
5 S  2747  637309  637216  0  80   0 -  3844 -      ?        00:00:00 sshd
0 S  2747  637310  637309  0  80   0 -  3178 -      pts/1    00:00:00 bash
4 S     0  637335    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
4 S  2704  637344       1  0  80   0 -  5252 -      ?        00:00:00 systemd
1 I     0  637345       2  0  80   0 -     0 -      ?        00:00:00 kworker/10:0-cgroup_release
1 I     0  637347       2  0  80   0 -     0 -      ?        00:00:00 kworker/10:2-events
5 S  2704  637350  637344  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2704  637363  637344  0  80   0 - 27628 -      ?        00:00:00 pipewire
0 S  2704  637366  637344  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2704  637368  637344  0  80   0 - 101606 -     ?        00:00:00 wireplumber
0 S  2704  637371  637344  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2704  637388  637344  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
5 S  2704  637428  637335  0  80   0 -  3845 -      ?        00:00:00 sshd
0 S  2704  637429  637428  0  80   0 -  3145 -      pts/9    00:00:00 bash
4 S     0  637689    1982  0  80   0 -  3804 -      ?        00:00:00 sshd
4 S  2763  637698       1  0  80   0 -  5252 -      ?        00:00:00 systemd
5 S  2763  637703  637698  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2763  637715  637698  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  2763  637716  637698  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2763  637717  637698  0  80   0 - 101590 -     ?        00:00:00 wireplumber
0 S  2763  637719  637698  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2763  637736  637698  0  80   0 -  2364 -      ?        00:00:00 dbus-daemon
5 S  2763  637782  637689  0  80   0 -  3844 -      ?        00:00:00 sshd
0 S  2763  637784  637782  0  80   0 -  3145 -      pts/10   00:00:00 bash
0 S  2765  637919  636012  1  80   0 - 13714143 -   ?        00:00:21 node
0 S  2765  637930  636012  0  80   0 - 316103 -     ?        00:00:02 node
0 S  2765  638098  637919  0  80   0 - 275266 -     ?        00:00:00 node
1 I     0  638153       2  0  80   0 -     0 -      ?        00:00:00 kworker/3:1-events
4 S     0  638171    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
5 S  2755  638213  638171  0  80   0 -  3840 -      ?        00:00:00 sshd
0 S  2755  638214  638213  0  80   0 -  3178 -      pts/11   00:00:00 bash
4 S     0  638256    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
4 S  2751  638269       1  0  80   0 -  5263 -      ?        00:00:00 systemd
1 I     0  638270       2  0  80   0 -     0 -      ?        00:00:00 kworker/7:1-mm_percpu_wq
5 S  2751  638276  638269  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2751  638289  638269  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  2751  638290  638269  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2751  638291  638269  0  80   0 - 101589 -     ?        00:00:00 wireplumber
0 S  2751  638292  638269  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2751  638308  638269  0  80   0 -  2364 -      ?        00:00:00 dbus-daemon
5 S  2751  638351  638256  0  80   0 -  3845 -      ?        00:00:00 sshd
0 S  2751  638358  638351  0  80   0 -  3178 -      pts/12   00:00:00 bash
1 I     0  638409       2  0  80   0 -     0 -      ?        00:00:00 kworker/14:1-cgroup_bpf_destroy
4 S     0  638537    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
5 S  2763  638584  638537  0  80   0 -  3845 -      ?        00:00:00 sshd
0 S  2763  638585  638584  0  80   0 -  3145 -      pts/13   00:00:00 bash
4 S     0  638614    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
4 S  2761  638626       1  0  80   0 -  5254 -      ?        00:00:00 systemd
5 S  2761  638633  638626  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2761  638645  638626  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  2761  638646  638626  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2761  638647  638626  0  80   0 - 101592 -     ?        00:00:00 wireplumber
0 S  2761  638649  638626  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2761  638667  638626  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
5 S  2761  638710  638614  0  80   0 -  3845 -      ?        00:00:00 sshd
0 S  2761  638711  638710  0  80   0 -  3178 -      pts/14   00:00:00 bash
0 S  2755  638731  638214  0  99  19 -  3144 -      pts/11   00:00:00 bash
0 S  2755  638746  638731  0  99  19 -  3144 -      pts/11   00:00:00 bash
4 S     0  638790    1982  0  80   0 -  3806 -      ?        00:00:00 sshd
1 I     0  638794       2  0  80   0 -     0 -      ?        00:00:00 kworker/u33:1-events_unbound
5 S  2765  638842  638790  0  80   0 -  3918 -      ?        00:00:03 sshd
0 S  2765  638843  638842  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2765  638863  638843  0  80   0 - 17800 -      ?        00:00:01 code-10c8e557c8
1 I     0  638916       2  0  80   0 -     0 -      ?        00:00:00 kworker/u34:1-events_unbound
0 S  2765  638917  636068  0  80   0 -  3178 -      pts/16   00:00:00 bash
1 I     0  639035       2  0  80   0 -     0 -      ?        00:00:00 kworker/2:1
1 I     0  639036       2  0  80   0 -     0 -      ?        00:00:00 kworker/2:2-events
4 S     0  639046    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
4 S  2493  639053       1  0  80   0 -  5257 -      ?        00:00:00 systemd
5 S  2493  639060  639053  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2493  639072  639053  0  80   0 - 27615 -      ?        00:00:00 pipewire
0 S  2493  639074  639053  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2493  639076  639053  0  80   0 - 101572 -     ?        00:00:00 wireplumber
0 S  2493  639077  639053  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2493  639095  639053  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
5 S  2493  639135  639046  0  80   0 -  3845 -      ?        00:00:00 sshd
0 S  2493  639141  639135  0  80   0 -  3178 -      pts/0    00:00:00 bash
1 I     0  639172       2  0  80   0 -     0 -      ?        00:00:00 kworker/3:0-cgroup_free
1 I     0  639173       2  0  80   0 -     0 -      ?        00:00:00 kworker/3:2-events
4 S     0  639183    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
1 I     0  639192       2  0  80   0 -     0 -      ?        00:00:00 kworker/15:2
5 S  2749  639234  639183  0  80   0 -  3913 -      ?        00:00:01 sshd
0 S  2749  639235  639234  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2749  639255  639235  0  80   0 - 17720 -      ?        00:00:00 code-10c8e557c8
0 S  2749  639299  635882  0  80   0 -  3178 -      pts/17   00:00:00 bash
0 S  2749  639306  635882  0  80   0 -  3178 -      pts/18   00:00:00 bash
1 I     0  639404       2  0  80   0 -     0 -      ?        00:00:00 kworker/u33:2-flush-8:0
4 S     0  639491    1982  0  80   0 -  3806 -      ?        00:00:00 sshd
4 S  2750  639528       1  0  80   0 -  5256 -      ?        00:00:00 systemd
1 I     0  639529       2  0  80   0 -     0 -      ?        00:00:00 kworker/11:0
5 S  2750  639534  639528  0  80   0 -  5352 -      ?        00:00:00 (sd-pam)
0 S  2750  639547  639528  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  2750  639548  639528  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2750  639550  639528  0  80   0 - 101590 -     ?        00:00:00 wireplumber
0 S  2750  639552  639528  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2750  639567  639528  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
5 S  2750  639615  639491  0  80   0 -  3846 -      ?        00:00:00 sshd
0 S  2750  639616  639615  0  80   0 -  3145 -      pts/19   00:00:00 bash
4 S  2708  639636       1  0  80   0 -  5258 -      ?        00:00:00 systemd
1 I     0  639637       2  0  80   0 -     0 -      ?        00:00:00 kworker/7:0-cgroup_release
5 S  2708  639642  639636  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2708  639658  639636  0  80   0 - 27615 -      ?        00:00:00 pipewire
0 S  2708  639659  639636  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2708  639660  639636  0  80   0 - 101573 -     ?        00:00:00 wireplumber
0 S  2708  639661  639636  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2708  639677  639636  0  80   0 -  2364 -      ?        00:00:00 dbus-daemon
4 S     0  639891    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
4 S     0  639927    1982  0  80   0 -  3804 -      ?        00:00:00 sshd
4 S  2720  639930       1  0  80   0 -  5258 -      ?        00:00:00 systemd
5 S  2720  639936  639930  0  80   0 -  5352 -      ?        00:00:00 (sd-pam)
0 S  2720  639949  639930  0  80   0 - 27629 -      ?        00:00:00 pipewire
0 S  2720  639950  639930  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2720  639952  639930  0  80   0 - 101574 -     ?        00:00:00 wireplumber
0 S  2720  639954  639930  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2720  639967  639930  0  80   0 -  2364 -      ?        00:00:00 dbus-daemon
5 S  2720  640014  639891  0  80   0 -  3845 -      ?        00:00:00 sshd
0 S  2720  640015  640014  0  80   0 -  3145 -      pts/20   00:00:00 bash
4 S  2745  640044       1  0  80   0 -  5265 -      ?        00:00:00 systemd
1 I     0  640045       2  0  80   0 -     0 -      ?        00:00:00 kworker/13:0-events
1 I     0  640047       2  0  80   0 -     0 -      ?        00:00:00 kworker/13:3-cgroup_free
5 S  2745  640050  640044  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2745  640065  640044  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  2745  640066  640044  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2745  640067  640044  0  80   0 - 101609 -     ?        00:00:00 wireplumber
0 S  2745  640068  640044  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2745  640087  640044  0  80   0 -  2364 -      ?        00:00:00 dbus-daemon
5 S  2745  640128  639927  0  80   0 -  4486 -      ?        00:00:00 sshd
0 S  2745  640131  640128  0  80   0 -   700 -      ?        00:00:00 sh
4 S     0  640153    1982  0  80   0 -  3804 -      ?        00:00:00 sshd
4 S  1119  640188       1  0  80   0 -  5263 -      ?        00:00:00 systemd
5 S  1119  640193  640188  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  1119  640207  640188  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  1119  640208  640188  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  1119  640209  640188  0  80   0 - 101589 -     ?        00:00:00 wireplumber
0 S  1119  640211  640188  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  1119  640233  640188  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
5 S  1119  640277  640153  0  80   0 -  3844 -      ?        00:00:00 sshd
0 S  1119  640279  640277  0  80   0 -  3145 -      pts/21   00:00:00 bash
0 S  2745  640322  640131  6  80   0 - 17842 -      ?        00:00:11 code-10c8e557c8
0 S  2745  640364  640131  0  80   0 -  2401 -      ?        00:00:00 sleep
0 S  2765  640367  638843  0  80   0 -  2401 -      ?        00:00:00 sleep
0 S  2708  640386       1  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2708  640390  640386 16  80   0 - 2972720 -    ?        00:00:27 node
0 S  2708  640444  640390  1  80   0 - 357711 -     ?        00:00:02 node
4 S     0  640517    1982  0  80   0 -  3806 -      ?        00:00:00 sshd
4 S     0  640531    1982  0  80   0 -  3804 -      ?        00:00:00 sshd
4 S     0  640536    1982  0  80   0 -  3804 -      ?        00:00:00 sshd
1 I     0  640538       2  0  80   0 -     0 -      ?        00:00:00 kworker/u34:3-flush-8:0
5 S  2763  640587  640531  0  80   0 -  3916 -      ?        00:00:01 sshd
0 S  2763  640588  640587  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2763  640606  640588  1  80   0 - 17654 -      ?        00:00:02 code-41dd792b5e
0 S  2763  640648  640588  0  80   0 -  2401 -      ?        00:00:00 sleep
0 S  2763  640649  640606  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2763  640653  640649  7  80   0 - 2971754 -    ?        00:00:11 node
4 S  2902  640680       1  0  80   0 -  5260 -      ?        00:00:00 systemd
5 S  2902  640691  640680  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2763  640710  640653  1  80   0 - 316053 -     ?        00:00:01 node
0 S  2763  640721  640653 17  80   0 - 13728756 -   ?        00:00:25 node
0 S  2763  640734  640653  1  80   0 - 291310 -     ?        00:00:01 node
0 S  2902  640748  640680  0  80   0 - 27629 -      ?        00:00:00 pipewire
0 S  2902  640749  640680  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2902  640751  640680  0  80   0 - 101571 -     ?        00:00:00 wireplumber
0 S  2902  640757  640680  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2902  640783  640680  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
5 S  2902  640812  640536  0  80   0 -  4016 -      ?        00:00:01 sshd
0 S  2902  640819  640812  0  80   0 -  2848 -      ?        00:00:00 bash
0 S  2902  640829  640819  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2902  640865  640829  1  80   0 - 17669 -      ?        00:00:02 code-cfbea10c5f
0 S  2902  640908  640829  0  80   0 -  2401 -      ?        00:00:00 sleep
0 S  2902  640909  640865  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2902  640913  640909  7  80   0 - 2969214 -    ?        00:00:11 node
1 I     0  640967       2  0  80   0 -     0 -      ?        00:00:00 kworker/u33:4-flush-8:0
5 S  2708  641001  640517  1  80   0 -  4274 -      ?        00:00:01 sshd
0 S  2902  641018  640913  1  80   0 - 339333 -     ?        00:00:02 node
0 S  2708  641019  641001  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2708  641051  641019  1  80   0 - 17842 -      ?        00:00:02 code-10c8e557c8
0 S  2708  641096  641019  0  80   0 -  2401 -      ?        00:00:00 sleep
0 S  2763  641101  640734  0  80   0 -  3177 -      pts/25   00:00:00 bash
0 S  2708  641117  640390 12  80   0 - 8390973 -    ?        00:00:17 node
0 S  2708  641136  640390  3  80   0 - 316143 -     ?        00:00:05 node
0 S  2902  641231  640913  9  80   0 - 8398202 -    ?        00:00:13 node
0 S  2902  641303  640913  4  80   0 - 299457 -     ?        00:00:05 node
0 S  2763  641318  640734  0  80   0 -  3177 -      pts/33   00:00:00 bash
0 S  2902  641418  641018  0  80   0 -  3177 -      pts/37   00:00:00 bash
0 S  2745  641442  640322  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2745  641446  641442  5  80   0 - 2960232 -    ?        00:00:07 node
0 S  2902  641459  641231  5  80   0 - 49641 -      ?        00:00:08 cpptools
0 S  2745  641578  641446  1  80   0 - 2943876 -    ?        00:00:02 node
0 S  2745  641599  641446  0  80   0 - 316020 -     ?        00:00:00 node
0 S  2763  641632  640721  9  80   0 - 52205 -      ?        00:00:13 cpptools
0 S  2745  641663  641446  1  80   0 - 290190 -     ?        00:00:02 node
4 S     0  641682    1982  0  80   0 -  3804 -      ?        00:00:00 sshd
0 S  2708  641688  641117 11  80   0 - 25923 -      ?        00:00:16 cpptools
0 S  2763  641694  640734  0  80   0 -  3177 -      pts/22   00:00:00 bash
0 S  2708  641809  640444  0  80   0 -  3177 -      pts/27   00:00:00 bash
0 S  2902  641894       1  0  80   0 - 1060997 -    ?        00:00:00 cpptools-srv
4 S  2757  641984       1  0  80   0 -  5265 -      ?        00:00:00 systemd
5 S  2757  641988  641984  0  80   0 -  5352 -      ?        00:00:00 (sd-pam)
0 S  2757  642024  641984  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  2757  642025  641984  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2757  642026  641984  0  80   0 - 101577 -     ?        00:00:00 wireplumber
0 S  2757  642028  641984  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2757  642048  641984  0  80   0 -  2362 -      ?        00:00:00 dbus-daemon
5 S  2757  642098  641682  0  80   0 -  3844 -      ?        00:00:00 sshd
0 S  2757  642108  642098  0  80   0 -  3145 -      pts/28   00:00:00 bash
0 S  2763  642141       1  0  80   0 - 1061097 -    ?        00:00:00 cpptools-srv
0 S  2745  642186  641663  0  80   0 -  3211 -      pts/29   00:00:00 bash
0 S  2745  642205  640322  0  80   0 -   700 -      ?        00:00:00 sh
1 I     0  642206       2  0  80   0 -     0 -      ?        00:00:00 kworker/u34:4-events_unbound
1 I     0  642241       2  0  80   0 -     0 -      ?        00:00:00 kworker/u32:0
4 S     0  642311    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
0 S  2753  642328  636539  0  80   0 - 275689 -     ?        00:00:00 node
5 S  2747  642427  642311  1  80   0 -  3917 -      ?        00:00:01 sshd
0 S  2747  642428  642427  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2747  642446  642428  2  80   0 - 17851 -      ?        00:00:03 code-10c8e557c8
0 S  2747  642505  642428  0  80   0 -  2401 -      ?        00:00:00 sleep
0 S  2747  642518  642446  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2747  642525  642518  9  80   0 - 2971481 -    ?        00:00:11 node
0 S  2747  642604  642525  1  80   0 - 316168 -     ?        00:00:02 node
0 S  2747  642610  642525 12  80   0 - 5743889 -    ?        00:00:15 node
0 S  2747  642629  642525  1  80   0 - 289358 -     ?        00:00:01 node
0 S  2708  642675       1  0  80   0 - 1061077 -    ?        00:00:00 cpptools-srv
0 S  2747  642989  642629  0  80   0 -  3206 -      pts/23   00:00:00 bash
4 S     0  643029    1982  0  80   0 -  3806 -      ?        00:00:00 sshd
4 S  2754  643097       1  0  80   0 -  5240 -      ?        00:00:00 systemd
1 I     0  643098       2  0  80   0 -     0 -      ?        00:00:00 kworker/12:0-cgroup_free
1 I     0  643100       2  0  80   0 -     0 -      ?        00:00:00 kworker/12:1-events
5 S  2754  643105  643097  0  80   0 -  5352 -      ?        00:00:00 (sd-pam)
4 S     0  643127    1982  0  80   0 -  3804 -      ?        00:00:00 sshd
0 S  2754  643136  643097  0  80   0 - 27615 -      ?        00:00:00 pipewire
0 S  2754  643137  643097  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2754  643139  643097  0  80   0 - 101588 -     ?        00:00:00 wireplumber
0 S  2754  643141  643097  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2754  643157  643097  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
5 S  2754  643210  643029  0  80   0 -  3846 -      ?        00:00:00 sshd
0 S  2754  643216  643210  0  80   0 -  3178 -      pts/24   00:00:00 bash
0 S  2755  643331       1  0  80   0 -   700 -      ?        00:00:00 sh
4 S  2764  643399       1  0  80   0 -  5263 -      ?        00:00:00 systemd
5 S  2764  643406  643399  0  80   0 -  5353 -      ?        00:00:00 (sd-pam)
0 S  2764  643423  643399  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  2764  643425  643399  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2764  643428  643399  0  80   0 - 101588 -     ?        00:00:00 wireplumber
0 S  2764  643433  643399  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2764  643454  643399  0  80   0 -  2363 -      ?        00:00:00 dbus-daemon
5 S  2764  643487  643127  0  80   0 -  3844 -      ?        00:00:00 sshd
0 S  2764  643495  643487  0  80   0 -  3145 -      pts/26   00:00:00 bash
0 S  2755  643606  643331 11  80   0 - 17614 -      ?        00:00:11 code-10c8e557c8
0 S  2755  643651  643331  0  80   0 -  2401 -      ?        00:00:00 sleep
0 S  2902  643878  641231  0  80   0 - 274420 -     ?        00:00:00 node
4 S     0  643990    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
0 T  2755  644052  638746  0  99  19 -  2498 -      pts/11   00:00:00 less
0 S  2763  644111  640721  0  80   0 - 275017 -     ?        00:00:00 node
0 S  2747  644168  642610  0  80   0 - 275408 -     ?        00:00:00 node
4 S  2762  644228       1  0  80   0 -  5268 -      ?        00:00:00 systemd
5 S  2762  644237  644228  0  80   0 -  5352 -      ?        00:00:00 (sd-pam)
1 I     0  644238       2  0  80   0 -     0 -      ?        00:00:00 kworker/5:1-cgroup_free
0 S  2762  644259  644228  0  80   0 - 27616 -      ?        00:00:00 pipewire
0 S  2762  644260  644228  0  80   0 - 24764 -      ?        00:00:00 pipewire
0 S  2762  644261  644228  0  80   0 - 101571 -     ?        00:00:00 wireplumber
0 S  2762  644263  644228  0  80   0 - 27681 -      ?        00:00:00 pipewire-pulse
0 S  2762  644282  644228  0  80   0 -  2364 -      ?        00:00:00 dbus-daemon
5 S  2762  644326  643990  0  80   0 -  4668 -      ?        00:00:00 sshd
0 S  2762  644328  644326  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2762  644348  644328  1  80   0 - 17609 -      ?        00:00:01 code-41dd792b5e
0 S  2762  644396  644328  0  80   0 -  2401 -      ?        00:00:00 sleep
0 S  2762  644400  644348  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2762  644404  644400 15  80   0 - 2963899 -    ?        00:00:12 node
0 S  2762  644447  644404 19  80   0 - 13698304 -   ?        00:00:16 node
0 S  2762  644458  644404  2  80   0 - 316220 -     ?        00:00:01 node
0 S  2762  644484  644404  1  80   0 - 290090 -     ?        00:00:01 node
4 S     0  644570    1982  0  80   0 -  3805 -      ?        00:00:00 sshd
5 S  2751  644695  644570  0  80   0 -  4447 -      ?        00:00:00 sshd
0 S  2751  644699  644695  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2751  644720  644699  1  80   0 - 17795 -      ?        00:00:01 code-10c8e557c8
0 S  2751  644812  644699  0  80   0 -  2401 -      ?        00:00:00 sleep
0 S  2751  644823  644720  0  80   0 -   700 -      ?        00:00:00 sh
0 S  2751  644827  644823 28  80   0 - 2977689 -    ?        00:00:20 node
0 S  2753  644904  636407  0  80   0 -  2401 -      ?        00:00:00 sleep
0 S  2751  644955  644827  5  80   0 - 5740965 -    ?        00:00:03 node
0 S  2751  644962  644827  0  80   0 - 262514 -     ?        00:00:00 node
